-43.2068586,-22.9809491,1.2204892161380624e-05
-43.2069254,-22.9814703,1.4785705149100103e-05
-43.2063921,-22.9809587,1.2286314461128582e-05
-43.2047561,-22.981045,1.9399084037804796e-05
-43.2047082,-22.9801679,1.3166667498242927e-05
-43.202639,-22.9811603,1.6486580671279717e-05
-43.2025921,-22.9804502,1.680139927438639e-05
-43.2018481,-22.9811921,1.540817277620311e-05
-43.2005072,-22.9812671,2.0732738208580155e-05
-43.2004884,-22.980948,7.732104585344935e-06
-43.2005985,-22.9823132,1.990608645208265e-05
-43.1991709,-22.9813286,7.732104585344935e-06
-43.2069634,-22.9819971,1.4721044484507668e-05
-43.2047923,-22.981584,1.5193100131609986e-05
-43.2026731,-22.9816651,1.2125120785942453e-05
-43.1996049,-22.9823785,6.173433685755354e-06
-43.2027095,-22.982206,1.6011839376455094e-05
-43.2006642,-22.9833811,1.6094339364389087e-05
-43.2069913,-22.9825268,1.4345372458788548e-05
-43.209065,-22.981876,1.4351975434173306e-05
-43.2048317,-22.9820994,1.4835376795947917e-05
-43.2070258,-22.9830556,1.4419608960801648e-05
-43.2048593,-22.9826381,1.1587855960193227e-05
-43.2027824,-22.9832869,1.5109332951387097e-05
-43.2048942,-22.9831704,1.4527306402442604e-05
-43.2007325,-22.9844518,1.5149687614912424e-05
-43.2025307,-22.9795532,1.3574823517403066e-05
-43.2008934,-22.9799521,9.223753412288946e-06
-43.2012892,-22.9800821,1.7670392214601507e-05
-43.1998095,-22.9787595,1.3978629266622134e-05
-43.2033365,-22.9797922,1.3407050312662889e-05
-43.2028547,-22.9843556,1.4631053467039548e-05
-43.2008071,-22.9855586,1.5305955996722255e-05
-43.1985999,-22.9845781,1.5589494483384224e-05
-43.1985346,-22.9834925,1.2429146866047782e-05
-43.1967619,-22.9837399,1.2602936089040641e-05
-43.1968542,-22.984669,1.6216097862626984e-05
-43.2071628,-22.9852097,1.4613794794710075e-05
-43.2072504,-22.9863404,1.5462848667085976e-05
-43.2093023,-22.9850936,1.4927061049942972e-05
-43.2050233,-22.9853244,1.457586842049117e-05
-43.2049681,-22.9842512,1.4458396796054065e-05
-43.2029177,-22.985423,1.4931567153810562e-05
-43.2008759,-22.9866732,1.24851320160062e-05
-43.2093612,-22.9862279,1.5735187510643363e-05
-43.2072209,-22.9864603,1.2626398704308254e-05
-43.2051772,-22.9864467,1.5471923459597102e-05
-43.2030553,-22.9865611,1.5578413874069167e-05
-43.1987442,-22.9867841,1.2971045702488342e-05
-43.1986943,-22.9856585,1.5869522909745286e-05
-43.2001304,-22.9867128,1.3238086928835377e-05
-43.1996187,-22.9745612,1.4008906554068849e-05
-43.1986919,-22.9781777,1.4468195363091635e-05
-43.2133028,-22.9811341,1.5807160002972964e-05
-43.2111597,-22.9812353,1.5049416495777748e-05
-43.2132445,-22.9807822,1.2566124656469325e-05
-43.2133446,-22.9816494,1.5044727141953756e-05
