-43.2068586,-22.9809491,4.226423600349385e-05
-43.2069254,-22.9814703,5.635231467132513e-05
-43.2063921,-22.9809587,4.226423600349385e-05
-43.2047561,-22.981045,7.044039333915641e-05
-43.2047082,-22.9801679,4.226423600349385e-05
-43.202639,-22.9811603,5.635231467132513e-05
-43.2025921,-22.9804502,5.635231467132513e-05
-43.2018481,-22.9811921,4.226423600349385e-05
-43.2005072,-22.9812671,5.635231467132513e-05
-43.2004884,-22.980948,1.4088078667831282e-05
-43.2005985,-22.9823132,5.635231467132513e-05
-43.1991709,-22.9813286,1.4088078667831282e-05
-43.2069634,-22.9819971,5.635231467132513e-05
-43.2047923,-22.981584,5.635231467132513e-05
-43.2026731,-22.9816651,4.226423600349385e-05
-43.1996049,-22.9823785,1.4088078667831282e-05
-43.2027095,-22.982206,5.635231467132513e-05
-43.2006642,-22.9833811,5.635231467132513e-05
-43.2069913,-22.9825268,5.635231467132513e-05
-43.209065,-22.981876,5.635231467132513e-05
-43.2048317,-22.9820994,5.635231467132513e-05
-43.2070258,-22.9830556,5.635231467132513e-05
-43.2048593,-22.9826381,4.226423600349385e-05
-43.2027824,-22.9832869,5.635231467132513e-05
-43.2048942,-22.9831704,5.635231467132513e-05
-43.2007325,-22.9844518,5.635231467132513e-05
-43.2025307,-22.9795532,4.226423600349385e-05
-43.2008934,-22.9799521,1.4088078667831282e-05
-43.2012892,-22.9800821,4.226423600349385e-05
-43.1998095,-22.9787595,4.226423600349385e-05
-43.2033365,-22.9797922,4.226423600349385e-05
-43.2028547,-22.9843556,5.635231467132513e-05
-43.2008071,-22.9855586,5.635231467132513e-05
-43.1985999,-22.9845781,5.635231467132513e-05
-43.1985346,-22.9834925,4.226423600349385e-05
-43.1967619,-22.9837399,4.226423600349385e-05
-43.1968542,-22.984669,5.635231467132513e-05
-43.2071628,-22.9852097,5.635231467132513e-05
-43.2072504,-22.9863404,5.635231467132513e-05
-43.2093023,-22.9850936,5.635231467132513e-05
-43.2050233,-22.9853244,5.635231467132513e-05
-43.2049681,-22.9842512,5.635231467132513e-05
-43.2029177,-22.985423,5.635231467132513e-05
-43.2008759,-22.9866732,4.226423600349385e-05
-43.2093612,-22.9862279,5.635231467132513e-05
-43.2072209,-22.9864603,4.226423600349385e-05
-43.2051772,-22.9864467,5.635231467132513e-05
